class_id,area_ratio,width_ratio,height_ratio,repair_time_range,budget_range
0,0.08,0.25976,0.1718,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22103,0.12828,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11377,0.05884,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23638,0.10031,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12644,0.04277,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08845,0.07165,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13727,0.16846,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.17622,0.10068,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10935,0.09625,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2024,0.1475,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24678,0.12966,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09533,0.08928,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20892,0.14133,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10321,0.09926,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.1688,0.21465,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26005,0.16439,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12383,0.09387,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07445,0.05728,4-5 hours,"LKR 7,000 - 9,000"
1,0.01386,0.03279,0.02432,2-3 hours,"LKR 3,000 - 5,000"
0,0.08,0.20319,0.12239,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2134,0.10041,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.15945,0.13365,5-6 hours,"LKR 9,000 - 12,000"
0,0.056,0.18144,0.11884,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.26281,0.11439,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26066,0.16345,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16486,0.18248,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13356,0.08696,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11235,0.07354,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.34804,0.23778,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09914,0.07172,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12824,0.17392,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08545,0.09396,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14372,0.10125,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1849,0.17054,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12999,0.16465,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13453,0.09262,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11422,0.04938,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08231,0.04938,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21935,0.19953,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20406,0.19586,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16889,0.18334,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26711,0.13406,6-7 hours,"LKR 12,000 - 15,000"
1,0.02135,0.06419,0.02434,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13797,0.0596,4-5 hours,"LKR 7,000 - 9,000"
0,0.07298,0.24343,0.10023,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18102,0.09877,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09851,0.08297,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26008,0.1703,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18917,0.15158,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16518,0.19714,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.24037,0.13837,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11257,0.04876,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17045,0.15242,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09311,0.06108,4-5 hours,"LKR 7,000 - 9,000"
0,0.03633,0.09677,0.03809,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10227,0.08629,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08595,0.04878,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07773,0.09122,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16936,0.13056,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23853,0.18371,6-7 hours,"LKR 12,000 - 15,000"
0,0.06362,0.15779,0.12844,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.0797,0.09223,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07116,0.0479,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.28525,0.22778,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0675,0.09859,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12816,0.06661,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15647,0.11751,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06619,0.08246,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18891,0.17512,5-6 hours,"LKR 9,000 - 12,000"
1,0.0257,0.07234,0.03098,3-4 hours,"LKR 5,000 - 7,000"
1,0.04,0.09512,0.06492,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08345,0.07783,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.21304,0.10594,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.17919,0.14056,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18458,0.18539,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08697,0.09227,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16057,0.1775,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.22307,0.10713,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.22724,0.14858,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13938,0.14815,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.07745,0.07009,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16045,0.09433,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09356,0.0459,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10399,0.08426,4-5 hours,"LKR 7,000 - 9,000"
0,0.04517,0.14568,0.04549,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.22204,0.08868,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.28992,0.11633,5-6 hours,"LKR 9,000 - 12,000"
1,0.01105,0.02414,0.01383,3-4 hours,"LKR 5,000 - 7,000"
0,0.08,0.2112,0.17228,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.30445,0.19107,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.199,0.10289,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13165,0.09694,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.17811,0.13341,5-6 hours,"LKR 9,000 - 12,000"
2,0.0932,0.24286,0.11689,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14517,0.12157,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19166,0.10549,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26356,0.18564,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09852,0.0631,4-5 hours,"LKR 7,000 - 9,000"
0,0.03833,0.09473,0.06031,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.27299,0.10527,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08573,0.07227,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.22441,0.10333,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18881,0.12229,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12075,0.04552,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14248,0.14264,5-6 hours,"LKR 9,000 - 12,000"
0,0.07962,0.12158,0.14503,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12179,0.13063,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2229,0.11642,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2557,0.16438,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12081,0.04682,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07224,0.09842,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1932,0.18288,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.14309,0.16002,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08386,0.09058,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12984,0.05554,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23199,0.164,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24189,0.08569,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.23087,0.23653,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.2775,0.13364,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12467,0.08918,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16512,0.17806,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.31697,0.10632,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.29056,0.15623,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.21027,0.11977,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25299,0.09618,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14187,0.11908,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09003,0.08647,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08529,0.083,4-5 hours,"LKR 7,000 - 9,000"
1,0.0206,0.0374,0.04852,4-5 hours,"LKR 7,000 - 9,000"
0,0.0271,0.06389,0.05737,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07061,0.0686,5-6 hours,"LKR 9,000 - 12,000"
0,0.05101,0.12306,0.06905,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22548,0.09955,5-6 hours,"LKR 9,000 - 12,000"
1,0.03462,0.05735,0.04903,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08947,0.05385,4-5 hours,"LKR 7,000 - 9,000"
1,0.03513,0.10974,0.05497,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.25437,0.18039,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0739,0.07636,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.1224,0.06017,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17835,0.19884,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13155,0.09003,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14393,0.13631,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17362,0.10264,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22473,0.13824,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06248,0.07377,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11826,0.09274,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15047,0.16957,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09612,0.08036,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26677,0.1745,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.24461,0.10368,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.16895,0.13927,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.1089,0.0586,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13124,0.061,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08205,0.04526,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13538,0.0714,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12265,0.08666,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26043,0.13658,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07244,0.06343,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.34897,0.1875,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18204,0.18841,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06606,0.0791,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.31854,0.24126,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12978,0.09903,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08019,0.04192,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25514,0.12883,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08195,0.09019,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.1816,0.18306,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10664,0.06623,4-5 hours,"LKR 7,000 - 9,000"
0,0.02284,0.07526,0.02672,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24955,0.14377,5-6 hours,"LKR 9,000 - 12,000"
0,0.06423,0.20711,0.11412,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09464,0.058,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17969,0.18837,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.2398,0.19764,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27592,0.11018,5-6 hours,"LKR 9,000 - 12,000"
0,0.05372,0.1822,0.08233,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.19911,0.08951,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11444,0.09012,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.16195,0.24803,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12797,0.17358,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13498,0.04888,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11151,0.06015,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.207,0.12991,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.27208,0.17284,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24994,0.09758,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22038,0.17463,6-7 hours,"LKR 12,000 - 15,000"
2,0.09077,0.26999,0.18535,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18066,0.08187,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10528,0.04064,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.26273,0.20486,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1259,0.11098,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13395,0.05424,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14281,0.08085,5-6 hours,"LKR 9,000 - 12,000"
2,0.08583,0.21911,0.17933,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25005,0.09836,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23525,0.09443,5-6 hours,"LKR 9,000 - 12,000"
0,0.02823,0.06746,0.06794,4-5 hours,"LKR 7,000 - 9,000"
0,0.02278,0.06237,0.04797,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06456,0.07391,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15807,0.14848,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12131,0.04111,4-5 hours,"LKR 7,000 - 9,000"
1,0.02594,0.09049,0.03729,3-4 hours,"LKR 5,000 - 7,000"
2,0.1,0.2618,0.18642,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13765,0.05777,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12859,0.1107,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13923,0.0629,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.27374,0.15074,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.071,0.0868,4-5 hours,"LKR 7,000 - 9,000"
0,0.04474,0.09163,0.08072,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13767,0.08135,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.2241,0.2189,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12331,0.12308,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12893,0.07893,4-5 hours,"LKR 7,000 - 9,000"
0,0.03601,0.06805,0.0597,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16688,0.11196,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.2051,0.18189,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12863,0.16833,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.28888,0.24719,5-6 hours,"LKR 9,000 - 12,000"
1,0.03733,0.05926,0.08103,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08278,0.06072,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23721,0.1659,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.186,0.17486,5-6 hours,"LKR 9,000 - 12,000"
0,0.03943,0.12749,0.09823,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2675,0.12092,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.08367,0.06919,4-5 hours,"LKR 7,000 - 9,000"
2,0.03367,0.0747,0.07808,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1228,0.10421,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13493,0.05525,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.32919,0.16356,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20815,0.13736,5-6 hours,"LKR 9,000 - 12,000"
0,0.0197,0.05084,0.03625,3-4 hours,"LKR 5,000 - 7,000"
0,0.07676,0.22485,0.08199,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18041,0.11216,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.09663,0.05135,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27413,0.19039,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.3449,0.21308,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17214,0.16204,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2571,0.08528,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24902,0.08299,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1661,0.10396,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23199,0.14857,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.34513,0.2362,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10445,0.06036,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13888,0.09379,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08736,0.05348,4-5 hours,"LKR 7,000 - 9,000"
1,0.02935,0.05219,0.07134,3-4 hours,"LKR 5,000 - 7,000"
1,0.04,0.11205,0.0953,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26457,0.08125,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10449,0.06897,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08589,0.05911,4-5 hours,"LKR 7,000 - 9,000"
0,0.05373,0.15777,0.10512,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.24953,0.193,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07482,0.05051,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25431,0.15067,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07518,0.05837,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21943,0.09198,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.31945,0.20053,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13591,0.06505,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07192,0.04155,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06461,0.05239,4-5 hours,"LKR 7,000 - 9,000"
0,0.05774,0.18318,0.11943,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09406,0.0775,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.26164,0.15932,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09423,0.07954,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15915,0.15815,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25063,0.13454,5-6 hours,"LKR 9,000 - 12,000"
0,0.06299,0.10905,0.1546,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07561,0.06142,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25045,0.17517,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25984,0.09527,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22356,0.12019,5-6 hours,"LKR 9,000 - 12,000"
1,0.0236,0.05873,0.02869,3-4 hours,"LKR 5,000 - 7,000"
1,0.04,0.09015,0.04557,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10854,0.06765,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23386,0.14682,5-6 hours,"LKR 9,000 - 12,000"
0,0.07009,0.13329,0.11534,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2018,0.15405,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.18367,0.15401,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.26429,0.18618,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09549,0.05351,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.19529,0.19489,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16617,0.16635,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.29562,0.21582,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11529,0.07089,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18547,0.19591,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09867,0.05144,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07111,0.04309,4-5 hours,"LKR 7,000 - 9,000"
2,0.06827,0.11038,0.14944,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.25049,0.18127,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20699,0.09876,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22137,0.10173,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.21595,0.24802,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13215,0.14988,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.1351,0.09405,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.16144,0.18196,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10998,0.07985,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10249,0.05457,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.24017,0.20118,6-7 hours,"LKR 12,000 - 15,000"
0,0.03788,0.12648,0.04322,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23027,0.19948,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07288,0.04373,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18639,0.08285,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14159,0.09376,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07602,0.04539,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09544,0.04872,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15653,0.12362,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.1206,0.09066,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06707,0.07605,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10244,0.09555,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12172,0.14832,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13404,0.1946,6-7 hours,"LKR 12,000 - 15,000"
0,0.06858,0.21294,0.15325,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19246,0.09106,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12083,0.15351,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.24334,0.14786,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08874,0.09919,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23008,0.19692,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12826,0.09522,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.16007,0.2446,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09989,0.08743,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12894,0.08621,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07354,0.04063,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25324,0.18272,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.22974,0.11257,6-7 hours,"LKR 12,000 - 15,000"
2,0.01593,0.04789,0.03041,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20977,0.13187,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20295,0.0839,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24867,0.11146,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25061,0.08983,5-6 hours,"LKR 9,000 - 12,000"
0,0.06794,0.18329,0.15223,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18157,0.15341,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.26297,0.12768,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12707,0.06256,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06191,0.07161,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.19463,0.17821,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07807,0.04102,4-5 hours,"LKR 7,000 - 9,000"
0,0.03747,0.05826,0.08864,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08869,0.05516,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1662,0.13283,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25284,0.13945,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12784,0.09001,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26422,0.14161,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24258,0.0911,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13663,0.08221,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.25801,0.11406,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08714,0.09548,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.25801,0.16659,5-6 hours,"LKR 9,000 - 12,000"
1,0.02328,0.06056,0.03993,3-4 hours,"LKR 5,000 - 7,000"
1,0.01301,0.02424,0.01403,2-3 hours,"LKR 3,000 - 5,000"
0,0.08,0.20986,0.10933,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.175,0.09507,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08091,0.06249,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07673,0.06364,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12792,0.05674,4-5 hours,"LKR 7,000 - 9,000"
2,0.06427,0.15379,0.07878,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14319,0.1785,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27865,0.15548,5-6 hours,"LKR 9,000 - 12,000"
